Return_ID,Return_Date,Return_Reason,Return_Status,Approval_Date,Return_Notes,Customer_account_ID
RET002263,2024-07-01,Incompatible with device,Approved,2024-07-07,Customer requested return. Condition noted.,CST000211
RET002264,2023-08-07,Changed mind,Approved,2023-08-09,Customer requested return. Condition noted.,CST002965
RET002265,2025-07-30,Changed mind,Approved,2025-08-06,Customer requested return. Condition noted.,CST001481
RET002266,2023-05-17,Better price found elsewhere,Approved,2023-05-23,Customer requested return. Condition noted.,CST001334
RET002267,2024-12-21,Damaged during shipping,Processing,,Customer requested return. Condition noted.,CST000787
RET002268,2023-05-09,Incompatible with device,Approved,2023-05-10,Customer requested return. Condition noted.,CST001821
RET002269,2024-05-09,Defective product,Approved,2024-05-12,Customer requested return. Condition noted.,CST001650
RET002270,2023-08-28,Better price found elsewhere,Approved,2023-09-01,Customer requested return. Condition noted.,CST002482
RET002271,2023-06-10,Wrong item delivered,Pending,,Customer requested return. Condition noted.,CST000785
RET002272,2024-07-07,Wrong item delivered,Rejected,2024-07-13,Customer requested return. Condition noted.,CST002309
RET002273,2022-12-05,Wrong item delivered,Processing,,Customer requested return. Condition noted.,CST000683
RET002274,2023-05-30,Better price found elsewhere,Pending,,Customer requested return. Condition noted.,CST002260
RET002275,2025-01-10,Duplicate purchase,Approved,2025-01-11,Customer requested return. Condition noted.,CST002707
RET002276,2025-12-12,Incompatible with device,Approved,2025-12-16,Customer requested return. Condition noted.,CST000668
RET002277,2024-01-18,Damaged during shipping,Approved,2024-01-19,Customer requested return. Condition noted.,CST000363
RET002278,2023-12-01,Duplicate purchase,Pending,,Customer requested return. Condition noted.,CST001943
RET002279,2024-05-29,Duplicate purchase,Approved,2024-06-04,Customer requested return. Condition noted.,CST002100
RET002280,2025-06-10,Damaged during shipping,Rejected,2025-06-12,Customer requested return. Condition noted.,CST000566
RET002281,2023-01-26,Defective product,Approved,2023-01-29,Customer requested return. Condition noted.,CST002739
RET002282,2025-05-20,Damaged during shipping,Approved,2025-05-26,Customer requested return. Condition noted.,CST002995
RET002283,2022-01-26,Defective product,Processing,,Customer requested return. Condition noted.,CST001069
RET002284,2022-03-31,Changed mind,Rejected,2022-04-05,Customer requested return. Condition noted.,CST000638
RET002285,2025-04-18,Duplicate purchase,Pending,,Customer requested return. Condition noted.,CST000560
RET002286,2022-06-07,Damaged during shipping,Approved,2022-06-11,Customer requested return. Condition noted.,CST001890
RET002287,2025-08-17,Damaged during shipping,Approved,2025-08-18,Customer requested return. Condition noted.,CST002975
RET002288,2025-09-22,Wrong item delivered,Approved,2025-09-24,Customer requested return. Condition noted.,CST002111
RET002289,2024-01-02,Damaged during shipping,Processing,,Customer requested return. Condition noted.,CST002183
RET002290,2022-12-21,Better price found elsewhere,Processing,,Customer requested return. Condition noted.,CST002971
RET002291,2024-12-24,Product not as described,Approved,2024-12-26,Customer requested return. Condition noted.,CST001730
RET002292,2025-11-29,Wrong item delivered,Approved,2025-12-06,Customer requested return. Condition noted.,CST001014
RET002293,2024-06-28,Changed mind,Pending,,Customer requested return. Condition noted.,CST000468
RET002294,2025-08-31,Duplicate purchase,Pending,,Customer requested return. Condition noted.,CST002073
RET002295,2022-01-01,Wrong item delivered,Approved,2022-01-08,Customer requested return. Condition noted.,CST000235
RET002296,2025-08-08,Duplicate purchase,Rejected,2025-08-15,Customer requested return. Condition noted.,CST001547
RET002297,2024-03-23,Incompatible with device,Rejected,2024-03-24,Customer requested return. Condition noted.,CST002550
RET002298,2024-07-13,Defective product,Approved,2024-07-14,Customer requested return. Condition noted.,CST001778
RET002299,2025-06-08,Defective product,Pending,,Customer requested return. Condition noted.,CST001774
RET002300,2025-12-14,Damaged during shipping,Approved,2025-12-20,Customer requested return. Condition noted.,CST001436
RET002301,2025-04-27,Wrong item delivered,Approved,2025-05-03,Customer requested return. Condition noted.,CST001193
RET002302,2025-07-14,Changed mind,Approved,2025-07-18,Customer requested return. Condition noted.,CST001550
RET002303,2022-06-30,Changed mind,Approved,2022-07-03,Customer requested return. Condition noted.,CST002798
RET002304,2025-05-24,Wrong item delivered,Approved,2025-05-30,Customer requested return. Condition noted.,CST001252
RET002305,2025-08-08,Wrong item delivered,Approved,2025-08-09,Customer requested return. Condition noted.,CST002106
RET002306,2025-04-03,Changed mind,Rejected,2025-04-09,Customer requested return. Condition noted.,CST001686
RET002307,2023-03-21,Duplicate purchase,Approved,2023-03-28,Customer requested return. Condition noted.,CST002253
RET002308,2022-08-07,Product not as described,Approved,2022-08-09,Customer requested return. Condition noted.,CST001438
RET002309,2024-05-31,Incompatible with device,Approved,2024-06-02,Customer requested return. Condition noted.,CST001899
RET002310,2023-12-24,Product not as described,Approved,2023-12-28,Customer requested return. Condition noted.,CST001696
RET002311,2024-09-22,Defective product,Approved,2024-09-27,Customer requested return. Condition noted.,CST002300
RET002312,2025-02-14,Defective product,Pending,,Customer requested return. Condition noted.,CST000035
RET002313,2024-03-28,Product not as described,Approved,2024-03-30,Customer requested return. Condition noted.,CST002410
RET002314,2022-08-25,Damaged during shipping,Processing,,Customer requested return. Condition noted.,CST001379
RET002315,2023-06-01,Duplicate purchase,Rejected,2023-06-07,Customer requested return. Condition noted.,CST002961
RET002316,2024-03-03,Wrong item delivered,Processing,,Customer requested return. Condition noted.,CST002048
RET002317,2025-10-05,Better price found elsewhere,Approved,2025-10-06,Customer requested return. Condition noted.,CST001292
RET002318,2022-08-21,Duplicate purchase,Approved,2022-08-22,Customer requested return. Condition noted.,CST001289
RET002319,2022-06-13,Changed mind,Approved,2022-06-14,Customer requested return. Condition noted.,CST000035
RET002320,2022-11-13,Defective product,Approved,2022-11-14,Customer requested return. Condition noted.,CST002757
RET002321,2025-07-05,Product not as described,Processing,,Customer requested return. Condition noted.,CST001559
RET002322,2024-07-21,Duplicate purchase,Pending,,Customer requested return. Condition noted.,CST002416
RET002323,2022-07-29,Defective product,Processing,,Customer requested return. Condition noted.,CST001223
RET002324,2025-03-23,Incompatible with device,Rejected,2025-03-24,Customer requested return. Condition noted.,CST001334
RET002325,2024-10-20,Incompatible with device,Approved,2024-10-27,Customer requested return. Condition noted.,CST000142
RET002326,2023-07-11,Incompatible with device,Approved,2023-07-16,Customer requested return. Condition noted.,CST001599
RET002327,2023-07-26,Duplicate purchase,Approved,2023-08-01,Customer requested return. Condition noted.,CST000729
RET002328,2024-05-03,Defective product,Processing,,Customer requested return. Condition noted.,CST001518
RET002329,2025-03-10,Damaged during shipping,Approved,2025-03-13,Customer requested return. Condition noted.,CST001937
RET002330,2023-06-30,Incompatible with device,Rejected,2023-07-06,Customer requested return. Condition noted.,CST000134
RET002331,2023-02-20,Better price found elsewhere,Approved,2023-02-21,Customer requested return. Condition noted.,CST001323
RET002332,2022-11-14,Changed mind,Approved,2022-11-17,Customer requested return. Condition noted.,CST001601
RET002333,2025-10-11,Changed mind,Approved,2025-10-17,Customer requested return. Condition noted.,CST002774
RET002334,2022-02-21,Incompatible with device,Rejected,2022-02-28,Customer requested return. Condition noted.,CST001783
RET002335,2023-08-24,Defective product,Rejected,2023-08-25,Customer requested return. Condition noted.,CST002765
RET002336,2023-11-09,Better price found elsewhere,Approved,2023-11-14,Customer requested return. Condition noted.,CST002028
RET002337,2023-05-12,Wrong item delivered,Approved,2023-05-19,Customer requested return. Condition noted.,CST002231
RET002338,2022-12-11,Duplicate purchase,Pending,,Customer requested return. Condition noted.,CST001424
RET002339,2025-06-01,Better price found elsewhere,Rejected,2025-06-02,Customer requested return. Condition noted.,CST002261
RET002340,2024-04-15,Better price found elsewhere,Approved,2024-04-19,Customer requested return. Condition noted.,CST002855
RET002341,2022-08-27,Damaged during shipping,Rejected,2022-08-28,Customer requested return. Condition noted.,CST002137
RET002342,2024-02-14,Changed mind,Processing,,Customer requested return. Condition noted.,CST000647
RET002343,2023-09-02,Incompatible with device,Rejected,2023-09-06,Customer requested return. Condition noted.,CST000188
RET002344,2025-01-09,Changed mind,Approved,2025-01-16,Customer requested return. Condition noted.,CST002475
RET002345,2023-09-23,Product not as described,Pending,,Customer requested return. Condition noted.,CST001130
RET002346,2024-04-01,Incompatible with device,Approved,2024-04-04,Customer requested return. Condition noted.,CST000060
RET002347,2023-03-29,Duplicate purchase,Approved,2023-04-04,Customer requested return. Condition noted.,CST001286
RET002348,2024-04-20,Defective product,Pending,,Customer requested return. Condition noted.,CST000448
RET002349,2024-01-28,Damaged during shipping,Pending,,Customer requested return. Condition noted.,CST000703
RET002350,2023-07-06,Wrong item delivered,Approved,2023-07-09,Customer requested return. Condition noted.,CST000479
RET002351,2025-03-19,Damaged during shipping,Approved,2025-03-20,Customer requested return. Condition noted.,CST001895
RET002352,2023-11-13,Better price found elsewhere,Approved,2023-11-16,Customer requested return. Condition noted.,CST000809
RET002353,2023-07-30,Changed mind,Rejected,2023-08-06,Customer requested return. Condition noted.,CST001548
RET002354,2025-02-09,Damaged during shipping,Rejected,2025-02-16,Customer requested return. Condition noted.,CST002692
RET002355,2022-07-13,Incompatible with device,Approved,2022-07-19,Customer requested return. Condition noted.,CST000777
RET002356,2024-12-30,Changed mind,Approved,2025-01-06,Customer requested return. Condition noted.,CST001320
RET002357,2025-12-28,Damaged during shipping,Approved,2026-01-04,Customer requested return. Condition noted.,CST000847
RET002358,2022-09-25,Duplicate purchase,Approved,2022-09-26,Customer requested return. Condition noted.,CST002415
RET002359,2023-09-13,Incompatible with device,Approved,2023-09-18,Customer requested return. Condition noted.,CST000215
RET002360,2022-06-28,Wrong item delivered,Rejected,2022-06-29,Customer requested return. Condition noted.,CST002267
RET002361,2025-02-18,Defective product,Rejected,2025-02-19,Customer requested return. Condition noted.,CST000060
RET002362,2024-04-05,Better price found elsewhere,Approved,2024-04-06,Customer requested return. Condition noted.,CST000448
RET002363,2022-01-08,Defective product,Approved,2022-01-14,Customer requested return. Condition noted.,CST002015
RET002364,2024-11-11,Product not as described,Processing,,Customer requested return. Condition noted.,CST001998
